Image Name,Latitude,Longitude
11 15 Grosvenor Crescent Apartments Flanagan Lawrence Glass Windows .jpg,85.030285,67.705113
11 15 Grosvenor Crescent Apartments Flanagan Lawrence Windows Brick Facade .jpg,85.030285,67.705113
11 15 Grosvenor Crescent Apartments Flanagan Lawrence Windows Facade .jpg,85.030285,67.705113
11 House CoDA arquitetos Drawings .jpg,85.636458,65.663517
11 Jalan Insaf FOMA Architects Facade .jpg,87.885525,66.320282
11 Jalan Insaf FOMA Architects Facade Handrail Courtyard Balcony Patio .jpg,87.885525,66.320282
11 Jalan Insaf FOMA Architects Stairs Facade Handrail Balcony .jpg,87.885525,66.320282
11 Jalan Insaf FOMA Architects Windows Courtyard .jpg,87.885525,66.320282
11 Jalan Insaf FOMA Architects Windows Facade Garden .jpg,87.885525,66.320282
11 Jalan Insaf FOMA Architects Windows Facade Handrail .jpg,87.885525,66.320282
111 Residential Apartment Negin Shahr Ayandeh Beam .jpg,87.918467,66.723767
111 Residential Apartment Negin Shahr Ayandeh Facade Garden .jpg,87.918467,66.723767
111 Residential Apartment Negin Shahr Ayandeh Facade Windows .jpg,87.918467,66.723767
111 Residential Apartment Negin Shahr Ayandeh Windows Cityscape .jpg,87.918467,66.723767
111 Residential Apartment Negin Shahr Ayandeh Windows Facade .jpg,87.918467,66.723767
111 Residential Apartment Negin Shahr Ayandeh Windows Facade Courtyard .jpg,87.918467,66.723767
116B Apartment Andr Sim o arquitectura Nuno Bessa Drawings .jpg,87.426945,65.404358
116B Apartment Andr Sim o arquitectura Nuno Bessa Exterior Photography .jpg,87.426945,65.404358
12 249 Laurentians Home BONE Structure Windows Door .jpg,87.737501,67.335979
12 249 Laurentians Home BONE Structure Windows Forest .jpg,87.737501,67.335979
12 Cachagua Mobil Arquitectos Drawings .jpg,87.121563,65.017028
12 Housing Units a LTA Exterior Photography .jpg,85.535066,66.11019
12 Housing Units a LTA Exterior Photography Brick Facade .jpg,85.535066,66.11019
12 Housing Units a LTA Exterior Photography Facade .jpg,85.535066,66.11019
12 Housing Units a LTA Exterior Photography Facade Windows .jpg,85.535066,66.11019
12 Housing Units a LTA Exterior Photography Windows Brick Facade .jpg,85.535066,66.11019
12 Housing Units a LTA Exterior Photography Windows Brick Glass Facade .jpg,85.535066,66.11019
12 Housing Units a LTA Exterior Photography Windows Facade .jpg,85.535066,66.11019
12 Housing Units a LTA Exterior Photography Windows Garden .jpg,85.535066,66.11019
12 Warren DDG Brick Facade .jpg,85.037884,66.537091
12 Warren DDG Waterfront .jpg,87.285842,67.282799
12 Warren DDG Windows .jpg,87.103444,65.271103
12 Warren DDG Windows Brick .jpg,87.103444,65.271103
12 Warren DDG Windows Door Brick Facade .jpg,87.103444,65.271103
12 Warren DDG Windows Facade .jpg,87.103444,65.271103
12 Warren DDG Windows Facade Cityscape .jpg,87.103444,65.271103
12 Warren DDG Wood Brick Windows Facade Beam .jpg,85.968977,65.722928
121 East 22nd Street Residential Complex OMA Cityscape .jpg,87.722651,65.299542
121 East 22nd Street Residential Complex OMA Facade Cityscape .jpg,87.722651,65.299542
121 East 22nd Street Residential Complex OMA Facade Stairs Steel Handrail Windows .jpg,87.722651,65.299542
121 East 22nd Street Residential Complex OMA Facade Windows Steel .jpg,87.722651,65.299542
121 East 22nd Street Residential Complex OMA Lighting Windows Facade .jpg,87.722651,65.299542
121 East 22nd Street Residential Complex OMA Windows .jpg,87.722651,65.299542
121 East 22nd Street Residential Complex OMA Windows Cityscape Facade .jpg,87.722651,65.299542
121 East 22nd Street Residential Complex OMA Windows Facade .jpg,87.722651,65.299542
121 East 22nd Street Residential Complex OMA Windows Facade Cityscape .jpg,87.722651,65.299542
121 East 22nd Street Residential Complex OMA Windows Facade Glass Steel .jpg,87.722651,65.299542
121 East 22nd Street Residential Complex OMA Windows Facade Handrail Balcony .jpg,87.722651,65.299542
121 East 22nd Street Residential Complex OMA Windows Lighting Cityscape Facade .jpg,87.722651,65.299542
12th Street House Studio 804 Facade .jpg,85.148727,67.70194
12th Street House Studio 804 Windows .jpg,85.148727,67.70194
12th Street House Studio 804 Windows Facade .jpg,85.148727,67.70194
12th Street Loft Neil Logan Architect Drawings .jpg,87.538759,67.026792
13 Cooperative Housing in Lausanne TRIBU Architecture Facade Windows .jpg,87.819913,66.209911
13 Cooperative Housing in Lausanne TRIBU Architecture Windows Facade .jpg,87.819913,66.209911
13th Beach Courtyard House Auhaus Architecture Door Facade Concrete .jpg,86.455342,66.776236
13th Beach Courtyard House Auhaus Architecture Drawings .jpg,86.455342,66.776236
13th Beach Courtyard House Auhaus Architecture Facade .jpg,86.455342,66.776236
13th Beach Courtyard House Auhaus Architecture Facade Chair .jpg,86.455342,66.776236
13th Beach Courtyard House Auhaus Architecture Facade Courtyard .jpg,86.455342,66.776236
13th Beach Courtyard House Auhaus Architecture Facade Garden .jpg,86.455342,66.776236
14 Social Housing Units mobile architectural office Exterior Photography Windows .jpg,86.816645,66.002454
14 Social Housing Units mobile architectural office Exterior Photography Windows Brick Facade .jpg,86.816645,66.002454
14 Social Housing Units mobile architectural office Exterior Photography Windows Brick Facade Arch .jpg,86.816645,66.002454
14 Social Housing Units mobile architectural office Exterior Photography Windows Facade .jpg,86.816645,66.002454
14 Social Housing Units mobile architectural office Exterior Photography Windows Facade Balcony .jpg,86.816645,66.002454
14 Social Housing Units mobile architectural office Exterior Photography Windows Facade Handrail Balcony .jpg,86.816645,66.002454
14 Social Housing Units mobile architectural office Exterior Photography Windows Stairs Facade Handrail Balcony .jpg,86.816645,66.002454
14 Social Housing Units mobile architectural office Interior Photography Windows Brick Facade .jpg,86.816645,66.002454
14 Social Housing Units mobile architectural office Interior Photography Windows Facade .jpg,86.816645,66.002454
14 Social Housing Units mobile architectural office Windows Brick Facade .jpg,86.816645,66.002454
14 Social Housing Units mobile architectural office Windows Facade .jpg,86.816645,66.002454
145 Housing Units FAM PMI Avenier Cornejo Architectes Gausa Raveau Actarquitectura Cityscape Garden .jpg,87.775692,67.435781
145 Housing Units FAM PMI Avenier Cornejo Architectes Gausa Raveau Actarquitectura Facade .jpg,87.775692,67.435781
145 Housing Units FAM PMI Avenier Cornejo Architectes Gausa Raveau Actarquitectura Facade Windows .jpg,87.775692,67.435781
145 Housing Units FAM PMI Avenier Cornejo Architectes Gausa Raveau Actarquitectura Waterfront .jpg,87.775692,67.435781
145 Housing Units FAM PMI Avenier Cornejo Architectes Gausa Raveau Actarquitectura Windows Facade .jpg,87.775692,67.435781
145 Housing Units FAM PMI Avenier Cornejo Architectes Gausa Raveau Actarquitectura Windows Facade Cityscape .jpg,87.775692,67.435781
145 Housing Units FAM PMI Avenier Cornejo Architectes Gausa Raveau Actarquitectura Windows Garden Forest .jpg,87.775692,67.435781
15 Clerkenwell Close GROUPWORK Amin Taha Architects Brick .jpg,87.665574,66.445513
15 Clerkenwell Close GROUPWORK Amin Taha Architects Facade Beam .jpg,87.665574,66.445513
15 Clerkenwell Close GROUPWORK Amin Taha Architects Steel Beam .jpg,87.665574,66.445513
15 Clerkenwell Close GROUPWORK Amin Taha Architects Waterfront Forest .jpg,87.665574,66.445513
15 Clerkenwell Close GROUPWORK Amin Taha Architects Windows Arch Column Arcade .jpg,87.665574,66.445513
15 Clerkenwell Close GROUPWORK Amin Taha Architects Windows Balcony .jpg,87.665574,66.445513
15 Clerkenwell Close GROUPWORK Amin Taha Architects Windows Brick Facade .jpg,87.665574,66.445513
15 Clerkenwell Close GROUPWORK Amin Taha Architects Windows Facade .jpg,87.665574,66.445513
15 Renwick ODA New York Facade .jpg,85.838508,67.691181
15 Renwick ODA New York Windows Facade .jpg,85.838508,67.691181
15 Renwick ODA New York Windows Facade Handrail .jpg,85.838508,67.691181
15 Renwick ODA New York Windows Handrail .jpg,85.838508,67.691181
156 West Superior Condominiums The Miller Hull Partnership Cityscape .jpg,85.926323,66.207564
156 West Superior Condominiums The Miller Hull Partnership Drawings .jpg,85.926323,66.207564
156 West Superior Condominiums The Miller Hull Partnership Windows Cityscape Glass Facade Column .jpg,85.926323,66.207564
156 West Superior Condominiums The Miller Hull Partnership Windows Facade .jpg,85.926323,66.207564
156 West Superior Condominiums The Miller Hull Partnership Windows Facade Cityscape .jpg,85.926323,66.207564
156 West Superior Condominiums The Miller Hull Partnership Windows Facade Glass .jpg,85.926323,66.207564
16 The Moment Residential Building Pi architects Balcony .jpg,85.965316,66.516456
16 The Moment Residential Building Pi architects Exterior Photography Windows Facade .jpg,85.965316,66.516456
16 The Moment Residential Building Pi architects Exterior Photography Windows Facade Cityscape .jpg,85.965316,66.516456
16 The Moment Residential Building Pi architects Interior Photography Deck .jpg,85.965316,66.516456
16 The Moment Residential Building Pi architects Interior Photography Stairs Facade Steel .jpg,85.965316,66.516456
16 The Moment Residential Building Pi architects Interior Photography Windows Facade .jpg,85.965316,66.516456
